2015-10-07 06:10:06,384.000000
2015-10-07 06:10:19,387.000000
2015-10-07 06:10:31,382.000000
2015-10-07 06:10:44,389.000000
2015-10-07 06:10:56,383.000000
2015-10-07 06:11:09,385.000000
2015-10-07 06:11:21,380.000000
2015-10-07 06:11:34,388.000000
2015-10-07 06:11:46,382.000000
2015-10-07 06:11:59,389.000000
2015-10-07 06:12:12,390.000000
2015-10-07 06:12:24,374.000000
2015-10-07 06:12:37,380.000000
2015-10-07 06:12:49,388.000000
2015-10-07 06:13:02,388.000000
2015-10-07 06:13:14,388.000000
2015-10-07 06:13:27,392.000000
2015-10-07 06:13:39,390.000000
2015-10-07 06:13:52,393.000000
2015-10-07 06:14:04,392.000000
2015-10-07 06:14:17,394.000000
2015-10-07 06:14:29,395.000000
2015-10-07 06:14:42,384.000000
2015-10-07 06:14:54,390.000000
2015-10-07 06:15:07,387.000000
2015-10-07 06:15:19,386.000000
2015-10-07 06:15:32,387.000000
2015-10-07 06:15:44,388.000000
2015-10-07 06:15:57,387.000000
2015-10-07 06:16:09,390.000000
2015-10-07 06:16:22,376.000000
2015-10-07 06:16:34,394.000000
2015-10-07 06:16:47,409.000000
2015-10-07 06:16:59,405.000000
2015-10-07 06:17:12,393.000000
2015-10-07 06:17:24,382.000000
2015-10-07 06:17:37,387.000000
2015-10-07 06:17:49,384.000000
2015-10-07 06:18:02,388.000000
2015-10-07 06:18:14,384.000000
2015-10-07 06:18:27,389.000000
2015-10-07 06:18:39,419.000000
2015-10-07 06:18:52,466.000000
2015-10-07 06:19:04,785.000000
2015-10-07 06:19:17,512.000000
2015-10-07 06:19:29,482.000000
2015-10-07 06:19:42,445.000000
2015-10-07 06:19:54,439.000000
2015-10-07 06:20:07,417.000000
2015-10-07 06:20:19,402.000000
2015-10-07 06:20:32,397.000000
2015-10-07 06:20:44,400.000000
2015-10-07 06:20:57,399.000000
2015-10-07 06:21:09,395.000000
2015-10-07 06:21:22,392.000000
2015-10-07 06:21:34,408.000000
2015-10-07 06:21:47,418.000000
2015-10-07 06:21:59,404.000000
2015-10-07 06:22:12,409.000000
2015-10-07 06:22:24,419.000000
2015-10-07 06:22:37,383.000000
2015-10-07 06:22:49,388.000000
2015-10-07 06:23:02,382.000000
2015-10-07 06:23:14,384.000000
2015-10-07 06:23:27,383.000000
2015-10-07 06:23:39,383.000000
2015-10-07 06:23:52,391.000000
2015-10-07 06:24:04,386.000000
2015-10-07 06:24:17,393.000000
2015-10-07 06:24:29,401.000000
2015-10-07 06:24:42,402.000000
2015-10-07 06:24:54,393.000000
2015-10-07 06:25:07,394.000000
2015-10-07 06:25:19,412.000000
2015-10-07 06:25:32,428.000000
2015-10-07 06:25:44,412.000000
2015-10-07 06:25:57,425.000000
2015-10-07 06:26:09,416.000000
2015-10-07 06:26:22,417.000000
2015-10-07 06:26:34,415.000000
2015-10-07 06:26:47,405.000000
2015-10-07 06:26:59,411.000000
2015-10-07 06:27:12,416.000000
2015-10-07 06:27:24,407.000000
2015-10-07 06:27:37,426.000000
2015-10-07 06:27:50,501.000000
2015-10-07 06:28:02,433.000000
2015-10-07 06:28:15,419.000000
2015-10-07 06:28:27,493.000000
2015-10-07 06:28:40,470.000000
2015-10-07 06:28:52,424.000000
2015-10-07 06:29:05,404.000000
2015-10-07 06:29:17,405.000000
2015-10-07 06:29:30,400.000000
2015-10-07 06:29:42,429.000000
2015-10-07 06:29:55,413.000000
2015-10-07 06:30:07,421.000000
2015-10-07 06:30:20,409.000000
2015-10-07 06:30:32,407.000000
2015-10-07 06:30:45,431.000000
2015-10-07 06:30:57,418.000000
2015-10-07 06:31:10,401.000000
2015-10-07 06:31:22,392.000000
2015-10-07 06:31:35,394.000000
2015-10-07 06:31:47,392.000000
2015-10-07 06:32:00,395.000000
2015-10-07 06:32:12,416.000000
2015-10-07 06:32:25,409.000000
2015-10-07 06:32:37,403.000000
2015-10-07 06:32:50,442.000000
2015-10-07 06:33:02,427.000000
2015-10-07 06:33:15,395.000000
2015-10-07 06:33:27,397.000000
2015-10-07 06:33:40,411.000000
2015-10-07 06:33:52,390.000000
2015-10-07 06:34:05,396.000000
2015-10-07 06:34:17,394.000000
2015-10-07 06:34:30,387.000000
2015-10-07 06:34:42,392.000000
2015-10-07 06:34:55,393.000000
2015-10-07 06:35:07,395.000000
2015-10-07 06:35:20,430.000000
2015-10-07 06:35:32,408.000000
2015-10-07 06:35:45,635.000000
2015-10-07 06:35:57,513.000000
2015-10-07 06:36:10,414.000000
2015-10-07 06:36:22,391.000000
2015-10-07 06:36:35,389.000000
2015-10-07 06:36:47,381.000000
2015-10-07 06:37:00,387.000000
